Variable,Original,Translation
Armor.PraetorianMediumArmor,"Also referred to as ""tactical cuirass"". This is the lighter version of Praetorian enforcer armor and is essentially a hybrid between the standard metal and riot armor, designed primarily to protect the chest while still allowing for some mobility. It sports a pair of sturdy metal shin guards for when the further dissuasion of a downed opponent is warranted... which is often.","También conocido como ""coraza táctica"". Esta es la versión más ligera de la armadura de ejecutor pretoriano y es esencialmente un híbrido entre la armadura de metal estándar y la antidisturbios, diseñada principalmente para proteger el pecho sin dejar de permitir cierta movilidad. Cuenta con un par de robustas espinilleras de metal para cuando se justifica una mayor disuasión de un oponente derribado... lo cual es a menudo."
psionicTransceiver,Psionic Transceiver,Transceptor Psiónico
Armor.PsionicTransceiver,"A weird-looking scrappy psionic headband that amplifies your psionic abilities by tuning into emanations of nearby psionics. This is not without its consequences, however, as this feels quite unnatural and disturbing.","Una diadema psiónica de aspecto raro y desordenado que amplifica tus habilidades psiónicas sintonizando las emanaciones de psiónicos cercanos. Esto no está exento de consecuencias, sin embargo, ya que esto se siente bastante antinatural e inquietante."
Temporal Manipulation,Thought Control,Control Mental
rathoundRegalia,Rathound Regalia,Insignias de Rata
Armors.42,"While it doesn't offer much protection, just wearing this primitive armor awakens your primal instincts of a pack animal on the hunt.","Si bien no ofrece mucha protección, solo llevar esta armadura primitiva despierta tus instintos primarios de un animal de manada en la caza."
shirtAndPants,Shirt & Pants,Camisa y Pantalones
Armor.ShirtAndPants,"It's not much, but it's better than going around naked.","No es mucho, pero es mejor que andar desnudo."
suicideBomberBelt,Master Demolitionist Belt,Cinturón de Demolicionista Maestro
suicideBombersBelt,A custom-made grenade belt that has the potential of turning its wearer into walking fireworks. Only for the most dominating.,Un cinturón de granadas hecho a medida que tiene el potencial de convertir a quien lo lleva en fuegos artificiales andantes. Solo para los más dominantes.
synestheteHeadband,Synesthetic Refocus,Reenfoque Sinestésico
Armor.SynestheticRefocus,"Each face of this brilliant gem displays a differently-dimensioned, fractal reflection when looked into. Staring at it for too long hurts your eyes.",Cada cara de esta brillante gema muestra un reflejo fractal de diferentes dimensiones cuando se mira en ella. Mirarla fijamente durante demasiado tiempo daña los ojos.
synestheteHeadbandImproved,Synesthetic Refocus (Hexagon Gem),Reenfoque Sinestésico (Gema Hexagonal)
Armor.SynestheticRefocusImproved,"Each face of this brilliant gem displays a differently-dimensioned, fractal reflection when looked into. Staring at the hexagon gem hurts your eyes even more than the pentagon one.",Cada cara de esta brillante gema muestra un reflejo fractal de diferentes dimensiones cuando se mira en ella. Mirar fijamente la gema hexagonal daña los ojos incluso más que la pentagonal.
belt.tchBio,Bioinvestigative Belt,Cinturón Bioinvestigativo
Armor.TchortistBeltBio,This belt comes with highly advanced miniaturized equipment for biological analysis and synthesis of bioorganic compounds. Feels like wearing a lab around your waist.,Este cinturón viene con un equipo miniaturizado altamente avanzado para el análisis biológico y la síntesis de compuestos bioorgánicos. Se siente como llevar un laboratorio alrededor de la cintura.
belt.tchChem,Chemoinvestigative Belt,Cinturón Quimioinvestigativo
Armor.TchortistBeltChem,This belt comes with highly advanced miniaturized equipment for analysis and synthesis of chemical compounds. Feels like wearing a lab around your waist.,Este cinturón viene con un equipo miniaturizado altamente avanzado para el análisis y la síntesis de compuestos químicos. Se siente como llevar un laboratorio alrededor de la cintura.
belt.tchElectro,Electroinvestigative Belt,Cinturón Electroinvestigativo
Armor.TchortistBeltElectro,This belt comes with highly advanced miniaturized equipment for maintenance and assembly of electronic devices. Feels like wearing a workshop around your waist.,Este cinturón viene con un equipo miniaturizado altamente avanzado para el mantenimiento y el ensamblaje de dispositivos electrónicos. Se siente como llevar un taller alrededor de la cintura.
tchortistVathosphoreGasMask,Tchortist Bioscrubber,Biorreactor Tchortista
Armor.TchortistBioScrubber,"This experimental mask uses filters filled with microbial electrolysis cells that perform gas ""scrubbing"" (impurity removal) and break down certain harmful substances into inert and beneficial ones. The filters can last for years, but they do need their battery recharged in order to apply electric current to these cells, which keeps the process going.","Esta máscara experimental utiliza filtros llenos de celdas de electrólisis microbiana que realizan ""lavado"" de gases (eliminación de impurezas) y descomponen ciertas sustancias nocivas en otras inertes y beneficiosas. Los filtros pueden durar años, pero necesitan que se recargue su batería para aplicar corriente eléctrica a estas celdas, lo que mantiene el proceso en marcha."
tchnob,Tchortist Noble Robe,Túnica Noble Tchortista
Armors.49,These robes are worn exclusively by the notability of Institute of Tchort. You can feel the Tchort's warm touch on your skin... or you might just be imagining things.,Estas túnicas son usadas exclusivamente por la nobleza del Instituto de Tchort. Puedes sentir el cálido toque de Tchort en tu piel... o puede que solo te lo estés imaginando.
tchortistRobe,Tchortist Robe,Túnica Tchortista
Armors.44,These dark Tchortist robes are pretty neat if you don't mind getting strange looks.,Estas oscuras túnicas tchortistas son bastante interesantes si no te importa que te miren raro.
Armors.59,Standard issue armored robe of the Institute of Tchort Preservation Forces. You can almost feel the mighty tentacles of Tchort guide your every step.,Túnica blindada estándar de las Fuerzas de Preservación del Instituto de Tchort. Casi puedes sentir los poderosos tentáculos de Tchort guiando cada uno de tus pasos.
tchvathos,Tchortist Vathosphore Armor,Armadura Vathosphore Tchortista
Armor.TchortistVathosphore,A prototype heavy armor designed for combat in extreme environments. On the back is a device containing an ecosystem of thermosynthetic microorganisms living off the wearer's captured heat. These are capable of producing breathable air enriched with compounds beneficial to the wearer's general health and combat performance.,Un prototipo de armadura pesada diseñado para el combate en entornos extremos. En la parte posterior hay un dispositivo que contiene un ecosistema de microorganismos termosintéticos que viven del calor capturado del usuario. Estos son capaces de producir aire respirable enriquecido con compuestos beneficiosos para la salud general y el rendimiento en combate del usuario.
Armors.63,Keep all your trapping equipment handy.,Mantén todo tu equipo de trampeo a mano.
Armor.Unprojector,"These weird goggles seem to flatten the image that is in focus, making its silhouette easy to distinguish but obscuring the details.","Estas raras gafas parecen aplanar la imagen que está enfocada, haciendo que su silueta sea fácil de distinguir pero oscureciendo los detalles."
belt.utility,Utility Belt,Cinturón de Utilidad
Armors.60,The most important tool in fighting crime.,La herramienta más importante en la lucha contra el crimen.
belt.vigorous,Vigorous Belt,Cinturón Vigorizante
Armors.66,A paramedical device which improves muscle recovery rate and aerobic energy system efficiency through use of pulsed electromagnetic fields. It's also reputed to improve performance of other bodily functions but this is under dispute. The belt is very unwieldy though.,"Un dispositivo paramédico que mejora la tasa de recuperación muscular y la eficiencia del sistema de energía aeróbica mediante el uso de campos electromagnéticos pulsados. También se rumorea que mejora el rendimiento de otras funciones corporales, pero esto está en disputa. Sin embargo, el cinturón es muy engorroso."
waistPack,Waist Pack,Riñonera
WaistPack,A fashionable but very practical waist pouch that no aspiring merchant should be without.,Una riñonera a la moda pero muy práctica que ningún aspirante a comerciante debería perderse.
warmTrapperHat,Warm Trapper Hat,Gorro de Trampero Cálido
WarmTrapperHat,"A multi-layered handmade hat: The outside fur comes from an ancient rathound, while the insides are made out of high-strength, bulletproof thermoplastic polypropylene composite material. Equipped with a shaded visor.","Un gorro hecho a mano de múltiples capas: El pelaje exterior proviene de una rata antigua, mientras que los interiores están hechos de material compuesto termoplástico de polipropileno de alta resistencia y a prueba de balas. Equipado con una visera sombreada."
wizardsHat,Wizard Hat,Sombrero de Mago
WizardsHat,"Obligatory part of any proper wizard's attire. You are a wizard, aren't you?","Parte obligatoria de cualquier atuendo de mago adecuado. Eres un mago, ¿verdad?"
workerSuit,Work Coverall,Mono de Trabajo
Armor.WorkerSuit,Dirty old worker's coverall.,Mono de trabajador viejo y sucio.
acidBulletsBlueprint,Blueprint: Acid Bullets,Plano: Balas Ácidas
Devices.0|acidbullets.item,Contains instructions on how to create 9mm acid bullets.,Contiene instrucciones sobre cómo crear balas ácidas de 9 mm.
Devices.0|adrenalineshot.item,Contains instructions on how to create an adrenaline shot.,Contiene instrucciones sobre cómo crear una inyección de adrenalina.
Devices.0|advancedhealthhypo.item,Contains instructions on how to create an advanced health hypo.,Contiene instrucciones sobre cómo crear una hipo de salud avanzada.
Devices.0|aegis.item,Contains instructions on how to create the aegis concoction.,Contiene instrucciones sobre cómo crear el brebaje égida.
Devices.0|assaultrifle.item,Contains instructions on how to create an assault rifle.,Contiene instrucciones sobre cómo crear un rifle de asalto.
Devices.0|balaclava.item,Contains detailed instructions on how to create a balaclava.,Contiene instrucciones detalladas sobre cómo crear un pasamontañas.
Devices.0|beartrap.item,Contains instructions on how to create traps for the mythical bear.,Contiene instrucciones sobre cómo crear trampas para el mítico oso.
Devices.0|boots.item,Contains instructions on how to create a pair of military style boots.,Contiene instrucciones sobre cómo crear un par de botas de estilo militar.
Devices.0|bullets.item,Contains instructions on how to reload standard bullets.,Contiene instrucciones sobre cómo recargar balas estándar.
Devices.0|bullhead.item,Contains instructions on how to create a bullhead pill.,Contiene instrucciones sobre cómo crear una píldora cabeza de toro.
Devices.0|caltrops.item,Contains instructions on how to create caltrops.,Contiene instrucciones sobre cómo crear abrojos.
Devices.0|chemicalammo.item,Contains instructions on how to create ammunition for chemical weapons.,Contiene instrucciones sobre cómo crear munición para armas químicas.
Devices.0|chemicalblobtrap.item,Contains instructions on how to create a chemical blob trap.,Contiene instrucciones sobre cómo crear una trampa de burbuja química.
Devices.0|chemicalbolt.item,Contains instructions on how to create bolts that inject various chemicals.,Contiene instrucciones sobre cómo crear virotes que inyectan varios productos químicos.
Devices.0|chemicalpistol.item,Contains instructions on how to create all types of chemical pistols.,Contiene instrucciones sobre cómo crear todo tipo de pistolas químicas.
Devices.0|cloakingdevice.item,Contains instructions on how to create a personal cloaking device.,Contiene instrucciones sobre cómo crear un dispositivo de camuflaje personal.
Devices.0|combatgloves.item,Contains detailed instructions on how to create all types of combat gloves.,Contiene instrucciones detalladas sobre cómo crear todo tipo de guantes de combate.
Devices.0|combatknife.item,Contains detailed instructions on how to create all types of combat knives.,Contiene instrucciones detalladas sobre cómo crear todo tipo de cuchillos de combate.
Devices.0|contaminatedbullets.item,Contains instructions on how to create 12.7mm contaminated bullets.,"Contiene instrucciones sobre cómo crear balas contaminadas de 12,7 mm."
Devices.0|crossbow.item,Contains instructions on how to create a crossbow.,Contiene instrucciones sobre cómo crear una ballesta.
Devices.0|empgrenade.item,Contains instructions on how to create an EMP grenade.,Contiene instrucciones sobre cómo crear una granada PEM.
Devices.0|empmine.item,Contains instructions on how to create an EMP mine.,Contiene instrucciones sobre cómo crear una mina PEM.
Devices.0|energypistol.item,Contains instructions on how to create all types of energy pistols.,Contiene instrucciones sobre cómo crear todo tipo de pistolas de energía.
Devices.0|energyshieldemitter.item,Contains instructions on how to create an energy shield emitter.,Contiene instrucciones sobre cómo crear un emisor de escudo de energía.
Devices.0|explosivebullets.item,Contains instructions on how to create .44 explosive bullets.,Contiene instrucciones sobre cómo crear balas explosivas de .44.
Devices.0|extracttoxin.item,"Contains instructions on how to extract blood, toxins, acid and other substances from organs of various creatures.","Contiene instrucciones sobre cómo extraer sangre, toxinas, ácido y otras sustancias de órganos de diversas criaturas."
Devices.0|flashbang.item,Contains instructions on how to create a flashbang grenade.,Contiene instrucciones sobre cómo crear una granada cegadora.
Devices.0|focusstim.item,Contains instructions on how to create a focus stim.,Contiene instrucciones sobre cómo crear un estimulante de concentración.
