Variable,Original,Translation
locusofcontrol|statuseffects.k,"Immune to stun, fear, incapacitation, and mind control.\n\nNext thought control psi ability the character invokes will have an area of effect, but will end the effect.",
tranquility-old,"Reduces the psi point cost of all psi abilities by {0}%, but increases the action point cost by the same percentage.",
tranquility|feats.k,Reduces the action point cost of all psi abilities by {0} while at full health.,
tranquility|specialization.k,Further reduces the action point cost by {0} for each specialization point.,
psychosis,"Increases critical chance of all psi abilities by {0}%, but also increases their psi point cost by {1}%.",
premeditation-old|feats.k,When activated this ability will make your next psi ability cost no psi points and have its range increased by {0}.\n\nCooldown: {1}.,
premeditation-old|specialabilities.k,When activated this ability will make your next psi ability cost no psi points and have its range increased by {0}.,
premeditation|feats.k,"When activated this ability will reduce the psi cost of your next psi ability by {0}%, its action point cost by {1}% and increase its range by {2}. The range is not increased for channeled abilities.\n\nCooldown: {3}.",
premeditation|specialabilities.k,"When activated this ability will reduce the psi cost of your next psi ability by {0}%, its action point cost by {1}% and increase its range by {2}. The range is not increased for channeled abilities.",
premeditation|statuseffects.k,"Character's next psi ability will cost {0}% less psi points, {1}% less action points and will have its range increased by {2}.",
cutthroat|feats.k,"You can perform a powerful knife stealth attack from behind the target that bypasses all resistances and shields, applies a bleeding wound that deals extra {0}% damage over {1} and stuns the target for the same duration.\n\nYou must either be hidden from your target through stealth or the target needs to be incapacitated. Only works on humanoids.\n\nAction point cost: {2}. Cooldown: {3}.",
cutthroat|specialattacks.k,"Perform a powerful knife stealth attack from behind the target that bypasses all resistances and shields, applies a bleeding wound that deals extra {0}% damage over {1} and stuns the target for the same duration.\n\nYou must either be hidden from your target through stealth or the target needs to be incapacitated. Only works on humanoids.",
sap|feats.k,Grants {2}% damage bonus when attacking with crowbars and allows you to perform a special crowbar attack from behind the target that bypasses all resistances and shields and incapacitates the target for up to {0}.\n\nYou must either be hidden from your target through stealth or the target needs to be incapacitated. Only works on humanoids.\n\nCooldown: {1}.,
sap|specialattacks.k,Perform a special crowbar attack from behind the target that bypasses all resistances and shields and incapacitates the target for up to {0}.\n\nYou must either be hidden from your target through stealth or the target needs to be incapacitated. Only works on humanoids.,
doctor,You can heal any wound with bandages. You also gain {0}% more health from health restoring medications.,
powermanagement,Electronic devices you craft have {0}% greater energy capacity.,
lightningpunches-old,Reduces the action point cost of your unarmed attack by {0} while your armor penalty is below {1}%.,
lightningpunches,Reduces the action point cost of your unarmed and fist weapon attacks by {0} while your armor penalty is below {1}%.,
deflection,"While unarmed or wielding fist weapons, your dodge is increased by {0}% of your melee skill.",
--chuckattack,"You can perform a powerful roundhouse kick that deals {0}% unarmed weapon damage and has a chance of breaking target's ribs (humans only), reducing their action points by {1} for {2}.\n\nYou also gain a small amount of fame and infamy first time you perform this attack.\n\nCooldown: {3}.",
burglar,Reduces the time it takes to pick and hack locks by {0}%. Also grants you +{1} bonus to stealth skill when in controlled areas.,
ninjalooter,Reduces pickpocketing time by {0}%. Also reduces suspicion raised when pickpocketing by {1}% when hidden from the target.,
quickpockets,Provides you with an extra utility slot and reduces the action point cost of equipping items during combat by {0}%.,
snooping,Increases perception by {0} for the purpose of detecting hidden passages and other secrets.,
recklessness,"Increases your chance to critically hit with weapons and unarmed attacks by {0}%, but also increases your chance to get critically hit by weapon and unarmed attacks and psi abilities by {1}%.",
nimble,Reduces armor penalty by {0}% and grants {1}% bonus to dodge and evasion if your armor penalty is at zero.,
specialtactics|feats.k,Grants you an ability that when activated will remove the action point cost of your next special bolt attack. This ability can only be activated while out of combat.\n\nCooldown: {0} seconds.,
specialtactics|specialabilities.k,When activated this ability will remove the action point cost of your next special bolt attack. Can only be activated while out of combat.,
specialtactics|statuseffects.k,Character's next special bolt attack will cost no action points.,
pummel|feats.k,"You can perform a special attack with a sledgehammer that deals {0}% weapon damage and does not ignore damage threshold, but puts living targets off balance for {1} if it lands and costs only {2} action points.\n\nOff-balanced characters have their dodge and evasion reduced to zero.\n\nCooldown: {3}",
pummel|specialattacks.k,"Perform a special attack with a sledgehammer that deals {0}% weapon damage and does not ignore damage threshold, but puts living targets off balance for {1} if it lands.\n\nOff-balanced characters have their dodge and evasion reduced to zero.",
shroomhead-old,You regenerate psi points in presence of mindshrooms when below {0}% of your psi point capacity.,
shroomhead,Your subconscious is tuned into the fungal surroundings so well that you recover {0} psi points when picking up mindshrooms.,
yell|feats.k,You can issue an intimidating shout in an attempt to reduce combat readiness of surrounding enemies and remove them from stealth . All affected enemies will have their offensive skills reduced by an amount equal to {0}% of your intimidation skill for {1}.\n\nCooldown: {2}.,
yell|specialabilities.k,You issue an intimidating shout in an attempt to reduce combat readiness of surrounding enemies and remove them from stealth. All affected enemies have their combat skills reduced by {0} for {1}.,
hitandrun,Every time you kill an enemy with your melee or ranged weapon your movement points are reset to {0} (cannot exceed your maximum) if they were below that number.,
dirtykick-old|feats.k,"You can perform a special unarmed attack that deals normal damage and stuns living targets for {0}. If the target is human male, it's stunned for {1} instead.\n\nCooldown: {2}.",
dirtykick-old|specialattacks.k,"You perform a special unarmed attack that deals normal damage and stuns living targets for {0}. If the target is human male, it's stunned for {1} instead.",
dirtykick|feats.k,"You can perform a special melee attack for {3} action points that deals increased unarmed damage and stuns living targets for {0}. If the target is humanoid male, it's stunned for {1} instead.\n\nThis attack can be performed regardless of the currently equipped weapon. The damage scales up with your unarmed attack damage.\n\nCooldown: {2}.",
