Variable,Original,Translation
energyShieldEmitterBlueprint,Blueprint: Energy Shield Emitter,
explosiveBulletsBlueprint,Blueprint: Explosive Bullets,
extractToxinBlueprint,Blueprint: Extract Humour,
flashbangBlueprint,Blueprint: Flashbang,
blueprint.focusStim,Blueprint: Focus Stim,
blueprint.fragGrenadeCase,Blueprint: Frag Grenade Case,
blueprint.fragMineCase,Blueprint: Frag Mine Case,
gasGrenadeBlueprint,Blueprint: Gas Grenade,
gogglesBlueprint,Blueprint: Goggles,
greavesBlueprint,Blueprint: Greaves,
grenadeBlueprint,Blueprint: Hand Grenade,
blueprint.healthHypo,Blueprint: Health Hypo,
incendiaryBoltBlueprint,Blueprint: Incendiary Bolt,
incendiaryBulletsBlueprint,Blueprint: Incendiary Bullets,
incendiaryGrenadeBlueprint,Blueprint: Incendiary Grenade,
infusedLeatherBlueprint,Blueprint: Infused Leather,
blueprint.irongut,Blueprint: Irongut,
jhpBulletsBlueprint,Blueprint: JHP Bullets,
blueprint.jumpingBean,Blueprint: Jumping Bean,
blueprint.lockpicks,Blueprint: Lockpicks,
mechanicalBoltBlueprint,Blueprint: Serrated Bolt,
metalHelmetBlueprint,Blueprint: Metal Helmet,
microShrapnelBulletsBlueprint,Blueprint: Micro-Shrapnel Bullets,
mineBlueprint,Blueprint: Mine,
blueprint.morphineShot,Blueprint: Morphine Shot,
UniqueBlueprint,Contains instructions on how to concoct the notorious Motion drug.,
blueprint.nervosomnifer,Blueprint: Nervosomnifer,
pistolBlueprint,Blueprint: Pistol,
processPlantBlueprint,Blueprint: Process Plant or Fungus,
psionicHeadbandBlueprint,Blueprint: Psionic Headband,
blueprint.recycleItem,Blueprint: Recycle Item,
blueprint.regenerativeMixture,Blueprint: Regenerative Mixture,
blueprint.repairKit,Blueprint: Repair Kit,
riotGearBlueprint,Blueprint: Riot Gear,
blueprint.shiv,Blueprint: Shiv,
shockBoltBlueprint,Blueprint: Shock Bolt,
shockBulletsBlueprint,Blueprint: Shock Bullets,
shockShurikensBlueprint,Blueprint: Shock Shurikens,
sledgehammerBlueprint,Blueprint: Sledgehammer,
smgBlueprint,Blueprint: SMG,
sniperRifleBlueprint,Blueprint: Sniper Rifle,
blueprint.superHealthHypo,Blueprint: Super Health Hypo,
blueprint.supersoldierDrug,Blueprint: Supersoldier Drug,
tabiBootsBlueprint,Blueprint: Tabi Boots,
tacticalVestBlueprint,Blueprint: Tactical Vest,
blueprint.taser,Blueprint: Taser,
blueprint.theJuice,Blueprint: The Juice,
blueprint.thinGrenadeCase,Blueprint: Thin Grenade Case,
blueprint.thinMineCase,Blueprint: Thin Mine Case,
blueprint.throwingKnives,Blueprint: Throwing Knives,
throwingNetBlueprint,Blueprint: Throwing Net,
tntChargeBlueprint,Blueprint: T.N.T Charge,
blueprint.trance,Blueprint: Trance,
blueprint.vehicleRepairKit,Blueprint: Vehicle Repair Kit,
w2cBulletsBlueprint,Blueprint: W2C Bullets,
currency.sgs,SGS Credits,
Plot.30,This is the internal currency of the South Gate Station.,
currency.sc,Stygian Coin,
Plot.31,"This light stainless super steel coin is engraved with an image of Charon, the mythic Stygian ferryman. It's the most common currency in the south Underrail because its value is derived directly from the value of the metal it's made of.",
currency.usd,United Stations Dollar,
Plot.32,Fiat currency of United Stations and the Protectorate.,
Plot.33,"The face side of this plastic bill depicts an austere middle-aged man with a great, thick mustache and slightly less thick eyebrows. He is dressed in ornate uniform and has a tall, unusual, but no less elegant military cap atop his head. The name beside the picture reads Jarkov Breposlav Mochnik.",
aiScrambler,AI Scrambler,
Devices.28,"A specialized remote-control device that can be used to introduce faulty state into a cortex of a combat robot, causing it to act erratically.",
barbedThrowingNet,Barbed Throwing Net,
BarbedThrowingNet,A barbed throwing net that can give its victims terrible cuts as well as entangle them.,
burrowerPoisonCaltrops,Burrower Poison Caltrops,
Devices.61,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with burrower poison.,
Devices.60,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies.,
cameraJammer,Camera Jammer,
CameraJammer,A remote jamming device designed to reduce tracking and reporting speed of security cameras.,
caveEarPoisonCaltrops,Cave Ear Poison Caltrops,
Devices.62,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with cave ear poison.,
Devices.16,"It's easy to get turned around in the tunnels of Underrail, you'll probably need this.",
crawlerPoisonCaltrops,Crawler Poison Caltrops,
Devices.63,A caltrop is an antipersonnel weapon made up of two or more sharp nails or spines arranged in such a manner that one of them always points upward from a stable base. Caltrops can be deployed to injure and slow down enemies. These caltrops have also been coated with crawler poison.,
dogCrate,Dog Crate,
Devices.20,Used to contain and transport small animals.,
electricTorch,Electric Lantern,
Devices.29,A lightweight electric lantern that can be attached to the belt.,
electronicRepairKit1,Electronic Repair Kit,
Devices.81,"Can be used to repair electronic pieces of gear, such as energy weapons, special goggles and electroshock weapons.",
electronicRepairKit2,Advanced Electronic Repair Kit,
Devices.82,"Can be used to repair electronic pieces of gear, such as energy weapons, special goggles and electroshock weapons.",
fishingRod,Fishing Rod,
Devices.22,A simple yet durable fishing rod.,
Devices.23,An essential tool when venturing into the depths of the Underrail.,
Devices.50,"Used to hack various computer devices, as well as disable electronic locks.",
haxxor2,Haxxor Mk II,
Devices.51,"Used to hack various computer devices, as well as disable electronic locks.",
haxxor3,Haxxor Mk III,
Items.Haxxor3,"Used to hack various computer devices, as well as disable electronic locks.",
headTrap,Collar of Misery,
Explosives.181,"It takes a unique, demented mind to come up with such a contraption. This torture device perfectly fits human physiology in such a way to inflict maximum pain and suffering upon the wearer. On its back, an engraved message reads: ""Live or die. Make your choice.""",
hotwiringKit,Hotwiring Kit,
Devices.111,Can be used to hotwire a vehicle in case you've misplaced the keys.,
Devices.24,"This large electro-mechanical hammer is usually used to break up rock, pavement, and concrete.",
Items.Lighter,A simple plastic lighter.,
Devices.40,Can be used for picking mechanical locks.,
lockpick2,Lockpick Mk II,
Devices.41,Can be used for picking mechanical locks.,
lockpick3,Lockpick Mk III,
Devices.42,Can be used for picking mechanical locks.,
mechanicalRepairKit1,Mechanical Repair Kit,
Devices.71,"Can be used to repair mechanical pieces of gear, such as firearms, melee weapons and metal armor.",
mechanicalRepairKit2,Advanced Mechanical Repair Kit,
Devices.72,"Can be used to repair mechanical pieces of gear, such as firearms, melee weapons and metal armor.",
Devices.13,A set of standard mechanical tools.,
patchingKit1,Patching Kit,
Devices.91,Can be used to patch leather armors and tactical vests.,
patchingKit2,Advanced Patching Kit,
Devices.92,Can be used to patch leather armors and tactical vests.,
Items.ShieldRecharger,This device projects electromagnetic waves over a limited distance that can quickly recharge shield batteries.,
Devices.45,A set of lockpicks combined with high end hacking device.,
throwingNet,Throwing Net,
Devices.21,Can be used to immobilize opponents in combat.,
vanishingPowder,Vanishing Powder Grenade,
Explosives.2,"A makeshift grenade filled with ""vanishing powder"" that ignites on impact, generating a flash and lots of thick smoke that can cover one's retreat.",
vehicleRepairKit,Vehicle Repair Kit,
Devices.110,Can be used to repair any vehicle with an electronic engine.,
chemhazeGrenade,Chemhaze Grenade,
Explosives.134,A special chemical grenade that can be used to dampen fighting capabilities of all combatants that reside in its area of effect for a long time.,
cryogasGrenade,Cryogas Grenade,
Explosives.132,When thrown this grenade slowly releases cryogenic gas.,
empGrande1,EMP Grenade,
Explosives.40,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.",
empGrande2,EMP Grenade Mk II,
Explosives.41,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.",
empGrande3,EMP Grenade Mk III,
Explosives.42,"This grenade discharges a powerful electromagnetic pulse on impact, damaging and disabling electronic equipment.",
Explosives.0,These grenades are used to temporarily neutralize the combat effectiveness of enemies by disorienting their senses.,
fragGrenade1,Frag Grenade,
Explosives.20,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,
fragGrenade2,Frag Grenade Mk II,
Explosives.21,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,
fragGrenade3,Frag Grenade Mk III,
Explosives.22,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,
fragGrenade4,Frag Grenade Mk IV,
Explosives.23,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,
fragGrenade5,Frag Grenade Mk V,
Explosives.24,The fragmentation grenade (commonly known as a frag) is an anti-personnel weapon that is designed to disperse shrapnel upon exploding.,
heGrenade1,HE Grenade,
Explosives.30,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heGrenade2,HE Grenade Mk II,
Explosives.31,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heGrenade3,HE Grenade Mk III,
Explosives.32,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heGrenade4,HE Grenade Mk IV,
Explosives.33,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
heGrenade5,HE Grenade Mk V,
Explosives.34,"High-explosive grenade delivers a powerful blast which is useful against heavily armored targets. Though it can be effectively used in anti-personnel scenarios, it is less efficient because of the absence of shrapnel.",
magnesiumGrenade,Magnesium Grenade,
MagnesiumGrenade,This incendiary grenade burns magnesium to create intense flames on impact.,
molotovCocktail,Molotov Cocktail,
MolotovCocktail,It's a very basic improvised incendiary grenade using gasoline as fuel.,
nailBomb,Nail Bomb,
Explosives.3,A makeshift explosive device filled with nails - many of which are rusty or worse.,
napalmGrenade,Napalm Grenade,
NapalmGrenade,"Though an improvised weapon, this grenade is packing military grade incendiary substance. Expect extremely hot flames on impact.",
psimorphicBiocideGrenade,Psimorphic Biocide Grenade,
Explosives.131,"Though this gas cocktail is specifically designed to remove mutagenic biomass, it's also generally toxic to all living things.",
toxicGasGrenade,Toxic Gas Grenade,
Explosives.130,When thrown this grenade slowly releases toxic gas.,
amberStoneEarrings,Amber Stone Earrings,
Plot.221,A pair of amber stone earrings. Both stones exhibit high clarity and contain a long-preserved winged insect within them. Perhaps one of the wealthier merchants would be interested in it.,
backPendantNecklace,Back Pendant Necklace,
Plot.222,"A gold necklace with an amethyst-adorned pendant worn on the back and not the front. The pendant itself hangs pretty low, so it's likely paired with dresses that have a deep cut back. Perhaps one of the wealthier merchants would be interested in it.",
ceramicWatch,Ceramic Watch,
Plot.223,"An elegant watch made from a pre-formed piece of ceramic baked at an extremely high temperature, then milled into the desired shape. It's light and durable, anti-magnetic and resistant to water and chemical erosion. Perhaps one of the wealthier merchants would be interested in it.",
engravedCigaretteCase,Engraved Cigarette Case,
Plot.224,A finely engraved sterling silver cigarette case. Appears to have been done by hand. Perhaps one of the wealthier merchants would be interested in it.,
goldRing,Gold Ring,
Plot.220,A non-descript gold ring. Perhaps one of the wealthier merchants would be interested in it.,
